id1,affil1,affil_tokens,affil_tokens_labeled
8240,"Microarchitecture Research Lab, Intel Corp., USA",Microarchitecture Research Lab; Intel Corp.; USA,Microarchitecture Research Lab<ORG>; Intel Corp.<ORG>; USA<GPE>
128,Microsoft,Microsoft,Microsoft<ORG>
9677,Microsoft Audience Intelligence,Microsoft,Microsoft<ORG>
9465,"Microsoft Corp, Redmond, USA",Microsoft Corp; Redmond; USA,Microsoft Corp<ORG>; Redmond<GPE>; USA<GPE>
868,Microsoft Corp.,Microsoft Corp.,Microsoft Corp.<ORG>
335,"Microsoft Corp., One Microsoft Way, Redmond, WA",Microsoft Corp.; Redmond; WA,Microsoft Corp.<ORG>; Redmond<GPE>; WA<GPE>
171,"Microsoft Corp., Redmond, WA",Microsoft Corp.; Redmond; WA,Microsoft Corp.<ORG>; Redmond<GPE>; WA<GPE>
5900,"Microsoft Corp., Redmond, WA, USA",Microsoft Corp.; Redmond; WA; USA,Microsoft Corp.<ORG>; Redmond<GPE>; WA<GPE>; USA<GPE>
2549,Microsoft Corporation,Microsoft Corporation,Microsoft Corporation<ORG>
1977,"Microsoft Corporation, One Microsoft Way, Redmond, WA",Microsoft Corporation; Redmond; WA,Microsoft Corporation<ORG>; Redmond<GPE>; WA<GPE>
7751,"Microsoft Corporation, One Microsoft Way, Redmond, WA 98052-6399, USA; E-mail: {philbe,shankarp,dshutt}@microsoft.com",Microsoft Corporation; Redmond; WA; USA,Microsoft Corporation<ORG>; Redmond<GPE>; WA<GPE>; USA<GPE>
352,"Microsoft Corporation, One Microsoft Way, Redmond, Washington",Microsoft Corporation; Redmond; Washington,Microsoft Corporation<ORG>; Redmond<GPE>; Washington<GPE>
1222,"Microsoft Corporation, Redmond",Microsoft Corporation; Redmond,Microsoft Corporation<ORG>; Redmond<GPE>
6093,"Microsoft Corporation, Redmond, USA",Microsoft Corporation; Redmond; USA,Microsoft Corporation<ORG>; Redmond<GPE>; USA<GPE>
1599,"Microsoft Corporation, Redmond, WA",Microsoft Corporation; Redmond; WA,Microsoft Corporation<ORG>; Redmond<GPE>; WA<GPE>
5843,"Microsoft Corporation, Redmond, WA, USA",Microsoft Corporation; Redmond; WA; USA,Microsoft Corporation<ORG>; Redmond<GPE>; WA<GPE>; USA<GPE>
8162,"Microsoft Corporation, USA",Microsoft Corporation; USA,Microsoft Corporation<ORG>; USA<GPE>
11,Microsoft Research,Microsoft Research,Microsoft Research<ORG>
2283,Microsoft Research Asia,Microsoft Research,Microsoft Research<ORG>
5173,"Microsoft Research Asia, Beijing, China",Microsoft Research Asia; Beijing; China,Microsoft Research Asia<ORG>; Beijing<GPE>; China<GPE>
5938,"Microsoft Research India, Bangalore, India",Microsoft Research; India; Bangalore,Microsoft Research<ORG>; India<GPE>; Bangalore<GPE>
9210,"Microsoft Research One Microsoft Way Red mond, WA",Microsoft Research; Microsoft; Red mond; WA,Microsoft Research<ORG>; Microsoft<ORG>; Red mond<GPE>; WA<GPE>
9211,"Microsoft Research One Microsoft Way Redmond, WA",Microsoft Research; Microsoft; Redmond; WA,Microsoft Research<ORG>; Microsoft<ORG>; Redmond<GPE>; WA<GPE>
9138,"Microsoft Research Redmond, WA",Microsoft Research; Redmond; WA,Microsoft Research<ORG>; Redmond<GPE>; WA<GPE>
9055,"Microsoft Research Silicon Valley, Mountain View, CA",Microsoft Research; Silicon Valley; Mountain View; CA,Microsoft Research<ORG>; Silicon Valley<LOC>; Mountain View<GPE>; CA<GPE>
6551,"Microsoft Research, 301 Howard St., Suite 830, San Francisco, CA",Microsoft Research; 830; San Francisco; CA,Microsoft Research<ORG>; 830<CARDINAL>; San Francisco<GPE>; CA<GPE>
8652,"Microsoft Research, Cambridge, UK CB3 0FB",Microsoft Research; Cambridge; UK,Microsoft Research<ORG>; Cambridge<GPE>; UK<GPE>
714,"Microsoft Research, Cambridge, United Kingdom",Microsoft Research; Cambridge; United Kingdom,Microsoft Research<ORG>; Cambridge<GPE>; United Kingdom<GPE>
8289,"Microsoft Research, Mountain View, CA",Microsoft Research; Mountain View; CA,Microsoft Research<ORG>; Mountain View<GPE>; CA<GPE>
6048,"Microsoft Research, Mountain View, CA, USA",Microsoft Research; Mountain View; CA; USA,Microsoft Research<ORG>; Mountain View<GPE>; CA<GPE>; USA<GPE>
6443,"Microsoft Research, Mountain View, USA",Microsoft Research; Mountain View; USA,Microsoft Research<ORG>; Mountain View<GPE>; USA<GPE>
767,"Microsoft Research, One Microsoft Way, Redmond, WA",Microsoft Research; Redmond; WA,Microsoft Research<ORG>; Redmond<GPE>; WA<GPE>
8021,"Microsoft Research, One Microsoft Way, WA 98052, Redmond, USA",Microsoft Research; 98052; Redmond; USA,Microsoft Research<ORG>; 98052<CARDINAL>; Redmond<GPE>; USA<GPE>
6481,"Microsoft Research, One MicrosoftWay, Redmond, WA",Microsoft Research; Redmond; WA,Microsoft Research<ORG>; Redmond<GPE>; WA<GPE>
1507,"Microsoft Research, Redmond",Microsoft Research; Redmond,Microsoft Research<ORG>; Redmond<GPE>
8843,"Microsoft Research, Redmond WA, USA",Microsoft Research; Redmond; WA; USA,Microsoft Research<ORG>; Redmond<GPE>; WA<GPE>; USA<GPE>
6042,"Microsoft Research, Redmond, USA",Microsoft Research; Redmond; USA,Microsoft Research<ORG>; Redmond<GPE>; USA<GPE>
1255,"Microsoft Research, Redmond, WA",Microsoft Research; Redmond; WA,Microsoft Research<ORG>; Redmond<GPE>; WA<GPE>
7876,"Microsoft Research, Redmond, WA 98052-6399, USA; (e-mail: philbe@microsoft.com)",Microsoft Research; Redmond; WA; 98052-; USA,Microsoft Research<ORG>; Redmond<GPE>; WA<GPE>; 98052-<CARDINAL>; USA<GPE>
3428,"Microsoft Research, Redmond, WA, USA",Microsoft Research; Redmond; WA; USA,Microsoft Research<ORG>; Redmond<GPE>; WA<GPE>; USA<GPE>
8031,"Microsoft Research, Redmond, Washington, WA",Microsoft Research; Redmond; Washington; WA,Microsoft Research<ORG>; Redmond<GPE>; Washington<GPE>; WA<GPE>
6593,"Microsoft Research, San Francisco, CA",Microsoft Research; San Francisco; CA,Microsoft Research<ORG>; San Francisco<GPE>; CA<GPE>
8429,"Microsoft Research, USA",Microsoft Research; USA,Microsoft Research<ORG>; USA<GPE>
5107,"Microsoft Search Labs, Mountain View, CA",Microsoft Search Labs; Mountain View; CA,Microsoft Search Labs<ORG>; Mountain View<GPE>; CA<GPE>
4863,"Microsoft Search Labs, Mountain View, California",Microsoft Search Labs; Mountain View; California,Microsoft Search Labs<ORG>; Mountain View<GPE>; California<GPE>
9433,"Microsoft Search Labs, Mountain View, USA 94043",Microsoft Search Labs; Mountain View; USA; 94043,Microsoft Search Labs<ORG>; Mountain View<GPE>; USA<GPE>; 94043<CARDINAL>
9659,Microsoft SQL Server,Microsoft; SQL Server,Microsoft<ORG>; SQL Server<PRODUCT>
2765,"Microsoft SQL Server, One Microsoft Way, Redmond, WA",Microsoft; SQL Server; Redmond; WA,Microsoft<ORG>; SQL Server<PRODUCT>; Redmond<GPE>; WA<GPE>
5138,"Microsoft, Redmond, WA",Microsoft; Redmond; WA,Microsoft<ORG>; Redmond<GPE>; WA<GPE>
5820,"Microsoft, Redmond, WA, USA",Microsoft; Redmond; WA; USA,Microsoft<ORG>; Redmond<GPE>; WA<GPE>; USA<GPE>
3440,"Microsoft, USA",Microsoft; USA,Microsoft<ORG>; USA<GPE>
1128,Middle East Technical University,Middle East Technical University,Middle East Technical University<ORG>
7131,"Middle East Technical University (METU), 06531 Ankara Turkiye",Middle East Technical University; METU; 06531; Ankara; Turkiye,Middle East Technical University<ORG>; METU<ORG>; 06531<CARDINAL>; Ankara<GPE>; Turkiye<GPE>
5936,"Mirosoft Research India, Bangalore, India",Mirosoft Research India; Bangalore; India,Mirosoft Research India<ORG>; Bangalore<GPE>; India<GPE>
1834,MIT,MIT,MIT<ORG>
4386,"MIT Computer Science and Artificial Intelligence Laboratory (CSAIL), Cambridge, MA",MIT Computer Science and Artificial Intelligence Laboratory; CSAIL; Cambridge; MA,MIT Computer Science and Artificial Intelligence Laboratory<ORG>; CSAIL<ORG>; Cambridge<GPE>; MA<GPE>
645,"MIT Computer Science and Artificial Intelligence Laboratory, Cambridge, MA",MIT Computer Science and Artificial Intelligence Laboratory; Cambridge; MA,MIT Computer Science and Artificial Intelligence Laboratory<ORG>; Cambridge<GPE>; MA<GPE>
230,MIT CSAIL,MIT,MIT<ORG>
153,"MIT CSAIL, Cambridge, MA",MIT CSAIL; Cambridge; MA,MIT CSAIL<ORG>; Cambridge<GPE>; MA<GPE>
5757,"MIT CSAIL, Cambridge, MA, USA",MIT CSAIL; Cambridge; MA; USA,MIT CSAIL<ORG>; Cambridge<GPE>; MA<GPE>; USA<GPE>
5128,"MIT, Boston, MA",MIT; Boston; MA,MIT<ORG>; Boston<GPE>; MA<GPE>
5005,"MIT, Cambridge, MA",MIT; Cambridge; MA,MIT<ORG>; Cambridge<GPE>; MA<GPE>
5803,"MIT, Cambridge, MA, USA",MIT; Cambridge; MA; USA,MIT<ORG>; Cambridge<GPE>; MA<GPE>; USA<GPE>
9273,"MIT, Cambridge, USA",MIT; Cambridge; USA,MIT<ORG>; Cambridge<GPE>; USA<GPE>
4591,Mitre Corporation,Mitre Corporation,Mitre Corporation<ORG>
8214,"Monmouth University, West Long Branch, NJ",Monmouth University; West Long Branch; NJ,Monmouth University<ORG>; West Long Branch<GPE>; NJ<GPE>
2647,"Motorola Labs, Schaumburg, IL",Motorola Labs; Schaumburg; IL,Motorola Labs<ORG>; Schaumburg<GPE>; IL<GPE>
1955,"MPI Informatik, Saarbruecken, Germany",MPI Informatik; Saarbruecken; Germany,MPI Informatik<ORG>; Saarbruecken<GPE>; Germany<GPE>
8376,"MSIS Department, Rutgers University, USA",MSIS Department; Rutgers University; USA,MSIS Department<ORG>; Rutgers University<ORG>; USA<GPE>
9492,"N4 02A-07, Division of Information Systems, School of Computer Engineering, Nanyang Technological University, Singapore, Singapore 639798",Division of Information Systems; School of Computer Engineering; Nanyang Technological University; Singapore; 639798,Division of Information Systems<ORG>; School of Computer Engineering<ORG>; Nanyang Technological University<ORG>; Singapore<GPE>; 639798<CARDINAL>
3222,"Nanyang Technological University, Singapore",Nanyang Technological University; Singapore,Nanyang Technological University<ORG>; Singapore<GPE>
5516,"Nanyang Technological University, Singapore, Singapore",Nanyang Technological University; Singapore,Nanyang Technological University<ORG>; Singapore<GPE>
3636,Nara Institute of Science and Technology,Nara Institute of Science and Technology,Nara Institute of Science and Technology<ORG>
7802,"Nara Institute of Science and Technology, 8916-5 Takayama, Ikoma, Nara 630-0101, Japan; e-mail: &rcub;yosikawa, uemura&rcub;&commat;is.aist-nara.ac.jp",Nara Institute of Science and Technology; 8916; Ikoma; Nara; 630; Japan,Nara Institute of Science and Technology<ORG>; 8916<CARDINAL>; Ikoma<GPE>; Nara<GPE>; 630<CARDINAL>; Japan<GPE>
3366,"Nara Institute of Science and Technology, Japan",Nara Institute of Science and Technology; Japan,Nara Institute of Science and Technology<ORG>; Japan<GPE>
4586,Nasa Ames,Nasa Ames,Nasa Ames<PERSON>
4593,"NASA Ames Research Center, Moffett Field, CA",NASA Ames Research Center; Moffett Field; CA,NASA Ames Research Center<ORG>; Moffett Field<GPE>; CA<GPE>
3397,"NASA Goddard Space Flight Center Greenbelt, MD, USA",NASA Goddard Space Flight Center; Greenbelt; MD; USA,NASA Goddard Space Flight Center<ORG>; Greenbelt<GPE>; MD<GPE>; USA<GPE>
8997,Nat'l University of Singapore,Nat'l University of Singapore,Nat'l University of Singapore<ORG>
1287,National Biomedical Computing Resource,National Biomedical Computing Resource,National Biomedical Computing Resource<ORG>
1683,"National Center for Biomedical Research, University of California San Diego",National Center for Biomedical Research; University of California San Diego,National Center for Biomedical Research<ORG>; University of California San Diego<ORG>
8841,"National ICT Australia, Australian Technology Park, Eveleigh, Australia NSW 1430",National ICT; Australia; Australian Technology Park; Eveleigh; NSW; 1430,National ICT<ORG>; Australia<GPE>; Australian Technology Park<FAC>; Eveleigh<GPE>; NSW<GPE>; 1430<CARDINAL>
9054,"National Taiwan University, Taipei, Taiwan",National Taiwan University; Taipei; Taiwan,National Taiwan University<ORG>; Taipei<GPE>; Taiwan<GPE>
4431,"National Technical University of Athens, Athens, GR",National Technical University of Athens; Athens; GR,National Technical University of Athens<ORG>; Athens<GPE>; GR<GPE>
9321,"National Technical University of Athens, Athens, Greece",National Technical University; Athens; Greece,National Technical University<ORG>; Athens<GPE>; Greece<GPE>
8609,"National Technical University of Athens, Athens, Greece 15772 and IBM Almaden Research Center, San Jose, USA",National Technical University; Athens; Greece; IBM Almaden Research Center; San Jose; USA,National Technical University<ORG>; Athens<GPE>; Greece<GPE>; IBM Almaden Research Center<ORG>; San Jose<GPE>; USA<GPE>
6407,"National Tsing Hua University, Hsinchu, Taiwan Roc",National Tsing Hua University; Hsinchu; Taiwan,National Tsing Hua University<ORG>; Hsinchu<GPE>; Taiwan<GPE>
2439,National U. of Singapore,National U. of Singapore,National U. of Singapore<ORG>
687,National Univ. of Singapore,National Univ. of Singapore,National Univ. of Singapore<ORG>
3172,"National Univ. of Singapore, Republic of Singapore",National Univ.; Republic of Singapore,National Univ.<ORG>; Republic of Singapore<GPE>
5126,"National Univeristy of Singapore, Singapore, Singapore",National Univeristy of Singapore; Singapore,National Univeristy of Singapore<ORG>; Singapore<GPE>
2418,National University of Singapor,National University of Singapor,National University of Singapor<ORG>
52,National University of Singapore,National University of Singapore,National University of Singapore<ORG>
738,"National University of Singapore, Department of Computer Science, Singapore",National University of Singapore; Department of Computer Science; Singapore,National University of Singapore<ORG>; Department of Computer Science<ORG>; Singapore<GPE>
4574,"National University of Singapore, Kent Ridge, Singapore",National University of Singapore; Kent Ridge; Singapore,National University of Singapore<ORG>; Kent Ridge<GPE>; Singapore<GPE>
8785,"National University of Singapore, Law Link, Singapore",National University of Singapore; Law Link; Singapore,National University of Singapore<ORG>; Law Link<ORG>; Singapore<GPE>
200,"National University of Singapore, Singapore",National University of Singapore; Singapore,National University of Singapore<ORG>; Singapore<GPE>
5291,"National University of Singapore, Singapore, Singapore",National University of Singapore; Singapore,National University of Singapore<ORG>; Singapore<GPE>
4953,"Natl University of Singapore, S'pore, Singapore",Natl University of Singapore; S'pore; Singapore,Natl University of Singapore<ORG>; S'pore<GPE>; Singapore<GPE>
4009,Natl. University of Singapore,Natl.; University of Singapore,Natl.<ORG>; University of Singapore<ORG>
1472,NCR Advance Development Lab,NCR Advance Development Lab,NCR Advance Development Lab<ORG>
2057,"NCR Corporation, Teradata Research and Development, San Diego, California",NCR Corporation; Teradata Research and Development; San Diego; California,NCR Corporation<ORG>; Teradata Research and Development<ORG>; San Diego<GPE>; California<GPE>
3841,"NCR, El Segundo, CA, USA",NCR; El Segundo; CA; USA,NCR<ORG>; El Segundo<GPE>; CA<GPE>; USA<GPE>
3840,"NCR, San Diego, CA, USA",NCR; San Diego; CA; USA,NCR<ORG>; San Diego<GPE>; CA<GPE>; USA<GPE>
685,"NEC Laboratories America Inc., Princeton, NJ",NEC Laboratories America Inc.; Princeton; NJ,NEC Laboratories America Inc.<ORG>; Princeton<GPE>; NJ<GPE>
505,"NEC Laboratories America, Cupertino, CA",NEC Laboratories America; Cupertino; CA,NEC Laboratories America<ORG>; Cupertino<GPE>; CA<GPE>
5777,"NEC Laboratories America, Cupertino, CA, USA",NEC Laboratories America; Cupertino; CA; USA,NEC Laboratories America<ORG>; Cupertino<GPE>; CA<GPE>; USA<GPE>
1665,"NEC Laboratories America, Inc., Cupertino, California","NEC Laboratories America, Inc.; Cupertino; California","NEC Laboratories America, Inc.<ORG>; Cupertino<GPE>; California<GPE>"
9099,NEC Labs America,NEC Labs,NEC Labs<ORG>
961,"NEC Research Institute, Princeton, NJ",NEC Research Institute; Princeton; NJ,NEC Research Institute<ORG>; Princeton<GPE>; NJ<GPE>
3491,"NEC Research Institute, Princeton, NJ, USA",NEC Research Institute; Princeton; NJ; USA,NEC Research Institute<ORG>; Princeton<GPE>; NJ<GPE>; USA<GPE>
3673,"NEC, San Jose, CA, USA",NEC; San Jose; CA; USA,NEC<ORG>; San Jose<GPE>; CA<GPE>; USA<GPE>
4506,New Jersey Inst. of Technology,New Jersey; Inst. of Technology,New Jersey<GPE>; Inst. of Technology<ORG>
3405,New Jersey Institute of Technology,New Jersey Institute of Technology,New Jersey Institute of Technology<ORG>
9319,"New Jersey Institute of Technology, Newark, USA",New Jersey Institute of Technology; Newark; USA,New Jersey Institute of Technology<ORG>; Newark<GPE>; USA<GPE>
3412,New York University,New York University,New York University<ORG>
1412,"New York University, New York",New York University; New York,New York University<ORG>; New York<GPE>
4751,"New York University, New York City, NY",New York University; New York City; NY,New York University<ORG>; New York City<GPE>; NY<GPE>
1458,"New York University, New York, NY",New York University; New York; NY,New York University<ORG>; New York<GPE>; NY<GPE>
6353,"New York University, New York, NY, USA",New York University; New York; NY; USA,New York University<ORG>; New York<GPE>; NY<GPE>; USA<GPE>
8500,"NICTA Victoria Laboratory, Department of Computer Science and Software Engineering, University of Melbourne, Australia",NICTA Victoria Laboratory; Department of Computer Science and Software Engineering; University of Melbourne; Australia,NICTA Victoria Laboratory<ORG>; Department of Computer Science and Software Engineering<ORG>; University of Melbourne<ORG>; Australia<GPE>
9354,"NICTA, University of Melbourne, Parkville, Australia",NICTA; University of Melbourne; Parkville; Australia,NICTA<ORG>; University of Melbourne<ORG>; Parkville<GPE>; Australia<GPE>
2354,North Carolina State University,North Carolina State University,North Carolina State University<ORG>
5695,"North Carolina State University, Raleigh, NC, USA",North Carolina State University; Raleigh; NC; USA,North Carolina State University<ORG>; Raleigh<GPE>; NC<GPE>; USA<GPE>
8358,"North Carolina State University, USA",North Carolina State University; USA,North Carolina State University<ORG>; USA<GPE>
4449,Northeastern University,Northeastern University,Northeastern University<ORG>
3608,Northeastern University Boston,Northeastern University; Boston,Northeastern University<ORG>; Boston<GPE>
277,"Northeastern University, Boston, MA",Northeastern University; Boston; MA,Northeastern University<ORG>; Boston<GPE>; MA<GPE>
2281,"Northeastern University, Liaoning, China",Northeastern University; Liaoning; China,Northeastern University<ORG>; Liaoning<GPE>; China<GPE>
5638,"Northeastern University, Shenyang, China",Northeastern University; Shenyang; China,Northeastern University<ORG>; Shenyang<GPE>; China<GPE>
2966,"Northwestern University, Evanston, IL",Northwestern University; Evanston; IL,Northwestern University<ORG>; Evanston<GPE>; IL<GPE>
3365,NTT Cyber Solutions Laboratories,NTT Cyber Solutions Laboratories,NTT Cyber Solutions Laboratories<ORG>
3635,NTT Cyber Space Laboratories,NTT Cyber Space Laboratories,NTT Cyber Space Laboratories<ORG>
7801,"NTT Cyber Space Laboratories, 1-1 Hikari-no-oka, Yokosuka, Kanagawa 239-0847, Japan; e-mail: sakurai.yasushi&commat;lab.ntt.co.jp, kojima&commat;aether.hil.ntt.co.jp",NTT Cyber Space Laboratories; Yokosuka; Kanagawa; 239; Japan,NTT Cyber Space Laboratories<ORG>; Yokosuka<GPE>; Kanagawa<GPE>; 239<CARDINAL>; Japan<GPE>
8122,"NTT Cyber Space Laboratories, NTT Corporation, Kanagawa, Japan",NTT Cyber Space Laboratories; NTT Corporation; Kanagawa; Japan,NTT Cyber Space Laboratories<ORG>; NTT Corporation<ORG>; Kanagawa<GPE>; Japan<GPE>
4238,"NTT Cyber Space Labs., Kanagawa, Japan",NTT Cyber Space Labs.; Kanagawa; Japan,NTT Cyber Space Labs.<ORG>; Kanagawa<GPE>; Japan<GPE>
3430,NUS,NUS,NUS<PERSON>
5234,"NUS, Singapore, Singapore",NUS; Singapore,NUS<ORG>; Singapore<GPE>
3686,NYU,NYU,NYU<ORG>
1962,"OGI School of Science & Engineering at, Oregon Health & Science University, Beaverton, Oregon",OGI School of Science & Engineering; Oregon Health & Science University; Beaverton; Oregon,OGI School of Science & Engineering<ORG>; Oregon Health & Science University<ORG>; Beaverton<GPE>; Oregon<GPE>
2101,OGI/OHSU,OGI; OHSU,OGI<ORG>; OHSU<ORG>
2990,Ohio State University,Ohio State University,Ohio State University<ORG>
76,"Ohio State University, Columbus, OH",Ohio State University; Columbus; OH,Ohio State University<ORG>; Columbus<GPE>; OH<GPE>
1831,OHSU/OGI,OHSU / OGI,OHSU / OGI<ORG>
7122,"One Microsoft Way, Redmond WA",Microsoft; Redmond WA,Microsoft<ORG>; Redmond WA<GPE>
3734,Oracle,Oracle,Oracle<ORG>
2218,Oracle,Oracle,Oracle<ORG>
4208,"Oracle +Corp., Redwood Shores, CA",Oracle +Corp.; Redwood Shores; CA,Oracle +Corp.<ORG>; Redwood Shores<GPE>; CA<GPE>
9528,Oracle Corp.,Oracle Corp.,Oracle Corp.<ORG>
9532,Oracle Corp.,Oracle Corp.,Oracle Corp.<ORG>
2808,"Oracle Corp., Redwood Shores, CA",Oracle Corp.; Redwood Shores; CA,Oracle Corp.<ORG>; Redwood Shores<GPE>; CA<GPE>
3517,Oracle Corporation,Oracle Corporation,Oracle Corporation<ORG>
6905,Oracle Corporation,Oracle Corporation,Oracle Corporation<ORG>
7166,"Oracle Corporation, CA",Oracle Corporation; CA,Oracle Corporation<ORG>; CA<GPE>
7148,"Oracle Corporation, Nashua NH",Oracle Corporation; Nashua NH,Oracle Corporation<ORG>; Nashua NH<GPE>
1990,"Oracle Corporation, Nashua, NH",Oracle Corporation; Nashua; NH,Oracle Corporation<ORG>; Nashua<GPE>; NH<GPE>
3550,"Oracle Corporation, Nashua, NH, USA",Oracle Corporation; Nashua; NH; USA,Oracle Corporation<ORG>; Nashua<GPE>; NH<GPE>; USA<GPE>
7146,"Oracle Corporation, NEDC, Nashua NH",Oracle Corporation; NEDC; Nashua NH,Oracle Corporation<ORG>; NEDC<ORG>; Nashua NH<GPE>
6623,"Oracle Corporation, New England Development Center, One Oracle Driv e, Nashua, NH",Oracle Corporation; New England Development Center; Nashua; NH,Oracle Corporation<ORG>; New England Development Center<FAC>; Nashua<GPE>; NH<GPE>
7664,"Oracle Corporation, One Oracle Drive, Nashua, NH 03062, USA; e-mail: ning.an&commat;oracle.com",Oracle Corporation; Nashua; NH; 03062; USA,Oracle Corporation<ORG>; Nashua<GPE>; NH<GPE>; 03062<DATE>; USA<GPE>
1219,"Oracle Corporation, Oracle Parway, Redwood Shores, CA",Oracle Corporation; Oracle Parway; Redwood Shores; CA,Oracle Corporation<ORG>; Oracle Parway<ORG>; Redwood Shores<GPE>; CA<GPE>
319,"Oracle Corporation, Redwood City, CA",Oracle Corporation; Redwood City; CA,Oracle Corporation<ORG>; Redwood City<GPE>; CA<GPE>
6320,"Oracle Corporation, Redwood City, CA, USA",Oracle Corporation; Redwood City; CA; USA,Oracle Corporation<ORG>; Redwood City<GPE>; CA<GPE>; USA<GPE>
1592,"Oracle Corporation, Redwood Shores",Oracle Corporation; Redwood Shores,Oracle Corporation<ORG>; Redwood Shores<GPE>
311,"Oracle Corporation, Redwood Shores CA",Oracle Corporation; Redwood Shores; CA,Oracle Corporation<ORG>; Redwood Shores<GPE>; CA<GPE>
806,"Oracle Corporation, Redwood Shores, CA",Oracle Corporation; Redwood Shores; CA,Oracle Corporation<ORG>; Redwood Shores<GPE>; CA<GPE>
3391,"Oracle Corporation, Redwood Shores, CA, USA",Oracle Corporation; Redwood Shores; CA; USA,Oracle Corporation<ORG>; Redwood Shores<GPE>; CA<GPE>; USA<GPE>
8513,"Oracle Corporation, USA",Oracle Corporation; USA,Oracle Corporation<ORG>; USA<GPE>
2553,"Oracle USA 400, Oracle Parkway, Redwood Shores, CA",Oracle USA; Oracle Parkway; Redwood Shores; CA,Oracle USA<ORG>; Oracle Parkway<FAC>; Redwood Shores<GPE>; CA<GPE>
4976,"Oracle USA Inc, Redwood Shores, CA",Oracle USA Inc; Redwood Shores; CA,Oracle USA Inc<ORG>; Redwood Shores<GPE>; CA<GPE>
6315,"Oracle USA, Nashua, NH, USA",Oracle USA; Nashua; NH; USA,Oracle USA<ORG>; Nashua<GPE>; NH<GPE>; USA<GPE>
9646,"Oracle USA, Redwood City, CA",Oracle USA; Redwood City; CA,Oracle USA<ORG>; Redwood City<GPE>; CA<GPE>
5873,"Oracle USA, Redwood City, CA, USA",Oracle USA; Redwood City; CA; USA,Oracle USA<ORG>; Redwood City<GPE>; CA<GPE>; USA<GPE>
792,"Oracle USA, Redwood Shores, CA",Oracle USA; Redwood Shores; CA,Oracle USA<ORG>; Redwood Shores<GPE>; CA<GPE>
2580,"Oracle, Nashua, NH",Oracle; Nashua; NH,Oracle<ORG>; Nashua<GPE>; NH<GPE>
3896,"Oracle, Nashua, NH, USA",Oracle; Nashua; NH; USA,Oracle<ORG>; Nashua<GPE>; NH<GPE>; USA<GPE>
343,"Oracle, One Oracle Drive, Nashua, NH",Oracle; Nashua; NH,Oracle<ORG>; Nashua<GPE>; NH<GPE>
370,"Oracle, Redwood Shores, CA",Oracle; Redwood Shores; CA,Oracle<ORG>; Redwood Shores<GPE>; CA<GPE>
5614,"Oracle, Redwood Shores, CA, USA",Oracle; Redwood Shores; CA; USA,Oracle<ORG>; Redwood Shores<GPE>; CA<GPE>; USA<GPE>
6036,"Oracle, Redwood, CA, Switzerland",Oracle; Redwood; CA; Switzerland,Oracle<ORG>; Redwood<GPE>; CA<GPE>; Switzerland<GPE>
9270,"Oracle, St. Louis, USA",Oracle; St. Louis; USA,Oracle<ORG>; St. Louis<GPE>; USA<GPE>
6652,"Oregon Graduate Institue of Science Technology, CSE, 20000 N.W. Walker Road, P.O.Box 91000, Portland",Oregon Graduate Institue of Science Technology; CSE; 20000; 91000; Portland,Oregon Graduate Institue of Science Technology<ORG>; CSE<ORG>; 20000<CARDINAL>; 91000<CARDINAL>; Portland<GPE>
7592,Oregon Graduate Institute of Science and Technology,Oregon Graduate Institute of Science and Technology,Oregon Graduate Institute of Science and Technology<ORG>
9089,Oxford University,Oxford University,Oxford University<ORG>
3299,"Oxford University, Oxford, UK",Oxford University; Oxford; UK,Oxford University<ORG>; Oxford<GPE>; UK<GPE>
6141,"Oxford University, Oxford, United Kingdom",Oxford University; Oxford; United Kingdom,Oxford University<ORG>; Oxford<GPE>; United Kingdom<GPE>
5670,"Oxford University, Oxford, United Kngdm",Oxford University; Oxford; United Kngdm,Oxford University<ORG>; Oxford<GPE>; United Kngdm<GPE>
5162,"Peking University, Beijing, China",Peking University; Beijing; China,Peking University<ORG>; Beijing<GPE>; China<GPE>
3940,Pennsylvania State University,Pennsylvania State University,Pennsylvania State University<ORG>
5079,"Pennsylvania State University, PA",Pennsylvania State University; PA,Pennsylvania State University<ORG>; PA<GPE>
2274,"Pennsylvania State University, University Park, PA",Pennsylvania State University; University Park; PA,Pennsylvania State University<ORG>; University Park<GPE>; PA<GPE>
9422,"Pennsylvania State University, University Park, USA",Pennsylvania State University; University Park; USA,Pennsylvania State University<ORG>; University Park<GPE>; USA<GPE>
6326,"Pennsylvania State, University Park, PA, USA",Pennsylvania State; University Park; PA; USA,Pennsylvania State<ORG>; University Park<GPE>; PA<GPE>; USA<GPE>
2051,"Persistent Systems Private Limited, Bhageerath, Pune, India",Persistent Systems Private Limited; Bhageerath; Pune; India,Persistent Systems Private Limited<ORG>; Bhageerath<GPE>; Pune<GPE>; India<GPE>
1312,"Persistent Systems Pvt. Ltd., Pune",Persistent Systems Pvt. Ltd.; Pune,Persistent Systems Pvt. Ltd.<ORG>; Pune<GPE>
1296,"Persistent Systems, Pune, India",Persistent Systems; Pune; India,Persistent Systems<ORG>; Pune<GPE>; India<GPE>
8726,"Philipps Universität Marburg, Germany",Philipps Universität; Marburg; Germany,Philipps Universität<ORG>; Marburg<GPE>; Germany<GPE>
4291,Philipps University Marburg,Philipps University,Philipps University<ORG>
